Date Reported,Company,Product,Reason,Severity Class,Status,State
20260805,"Ascend Laboratories, LLC","Dabigatran Etexilate Capsules, 150 mg, 60-count (6x10) blister pack further packaged in a carton, Rx only, Manufactured by: Alkem Laboratories Ltd., Mumbai, INDIA, Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268, NDC 0904-7255-68.","Failed impurity/degradation specification: an OOS result observed in Related substance test analysis w.r.t Impurity II, Impurity III and Total impurities for 12-month stability",Class III,Ongoing,NJ
20260729,"Rohto-Mentholatum (Vietnam) Co., Ltd.","Rohto Cooling Eye Drops Max Strength (naphazoline hydrochloride 0.03%, polysorbate 90, 0.2%), Sterile 0.4 FL OZ (13 mL), Distributed by: The Mentholatum Company, Orchard Park, NY 14127,  Made in Vietnam, UPC 310742011012,  NDC 10742-8158-1",Lack of Assurance of Sterility,Class II,Ongoing,N/A
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 75 mcg (0.075 mg), 10 Tablets (10 x 1) unit dose blisters per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA. Distributed by Cardinal Health, Dublin, OH 43017. NDC Bag: 55154-3560-0; NDC Blister: 0904-6951-61",Subpotent Drug,Class II,Ongoing,OH
20260729,"Rohto-Mentholatum (Vietnam) Co., Ltd.","Rohto Cooling Eye Drops Cool Relief (naphazoline hydrochloride 0.012%, polysorbate 80 0.2%), Sterile, 0.4 FL OZ (13 mL) each, Distributed by: The Mentholatum Company, Orchard Park, NY 14127, Made in Vietnam, UPC 310742010749, NDC 10742-8141-1",Lack of Assurance of Sterility,Class II,Ongoing,N/A
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 150 mcg (0.0150 mg), 10 Tablets (10 x 1) unit dose blisters per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA. Distributed by Cardinal Health, Dublin, OH 43017. NDC Bag: 55154-3563-0; NDC Blister: 0904-6956-61",Subpotent Drug,Class II,Ongoing,OH
20260729,"Supernus Pharmaceuticals, Inc.","Trokendi XR, topiramate extended-release capsules, 25mg, 30 Capsules, Rx only, Manufactured by: Catalent Pharma Solutions, Winchester, KY 40391 USA, Manufactured for: Supernus Pharmaceuticals, Inc., Rockville, MD 20850 USA, NDC 17772-101-30.",Failed Dissolution Specifications,Class III,Ongoing,MD
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 88 mcg (0.088 mg), 100 Tablets (10 x 10 unit dose blisters) per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA.  NDC: 0904-6952-61",Subpotent Drug,Class II,Ongoing,OH
20260729,"Fresenius Kabi USA, LLC","Naropin (ropivacaine hydrochloride Injection, USP), 0.5%, 100 mg per 20 mL (5 mg per mL), Twenty-five, 20 mL Single-Dose Vials, Rx only, Fresenius Kabi, Lake Zurich, IL 60047 NDC Tray: 63323-286-23; NDC Vial:  63323-286-05",Presence of Particulate Matter: Hair was found in products,Class II,Ongoing,IL
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 75 mcg (0.075 mg), 100 Tablets (10 x 10 unit dose blisters) per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA.  NDC: 0904-6951-61",Subpotent Drug,Class II,Ongoing,OH
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 125 mcg (0.0125 mg), 10 Tablets (10 x 1) unit dose blisters per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA. Distributed by Cardinal Health, Dublin, OH 43017. NDC Bag: 55154-3562-0; NDC Blister: 0904-6951-61",Subpotent Drug,Class II,Ongoing,OH
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 25 mcg (0.025 mg), 100 Tablets (10 x 10 unit dose blisters) per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA.  NDC: 0904-6949-61",Subpotent Drug,Class II,Ongoing,OH
20260729,"Rohto-Mentholatum (Vietnam) Co., Ltd.","Rohto Cooling Eye Drops Digi Eye (hypromellose 0.35%, tetrahydrozoline HCl 0.05%), Sterile, 0.4 FL OZ (13 mL), Distributed by: The Mentholatum Company, Orchard Park, NY 14127, Made in Vietnam, UPC 310742010602, NDC 10742-8175-1",Lack of Assurance of Sterility,Class II,Ongoing,N/A
20260729,"Fresenius Kabi USA, LLC","Xylocaine (lidocaine HCl Injection, USP), 1%, 200 mg per 20 mL (10 mg per mL), 25 Multiple-Dose Vials, 20 mL, Rx only, Sterile,  Fresenius Kabi, Lake Zurich, IL 60047 NDC Tray: 63323-485-27; NDC Vial:  63323-485-01",Presence of Particulate Matter: Hair was found in products,Class II,Ongoing,IL
20260729,"Rohto-Mentholatum (Vietnam) Co., Ltd.","Rohto Cooling Eye Drops Dry Aid (povidone 0.68%, propylene glycol 0.3%), Sterile, 0.34 FL OZ (10 mL), Distributed by: The Mentholatum Company, Orchard Park, NY 14127, Made in Vietnam, UPC 310742011135, NDC 10742-8162-1",Lack of Assurance of Sterility,Class II,Ongoing,N/A
20260729,"Ascend Laboratories, LLC","Dabigatran etexilate Capsules, 150 mg, 20-count carton (2x10), Rx only, Manufactured by: Alkem Laboratories, Mumbai, INDIA, Distributed by: Major Pharmaceuticals, Indianapolis, IN 46268, NDC 0904-7255-10.","Failed Impurities/Degradation Specifications: OOS result was observed during the related substance test analysis with respect to Impurity II, Impurity III and Total impurity testing for 12 Month Long-Term Stability.",Class III,Ongoing,NJ
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 50 mcg (0.050 mg), 100 Tablets (10 x 10 unit dose blisters) per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA.  NDC: 0904-6950-61",Subpotent Drug,Class II,Ongoing,OH
20260729,"Fresenius Kabi USA, LLC","Lidocaine HCl Injection, USP, 2%, 100 mg per 5 mL (20 mg per mL), 25 Single Dose Vials, 5 mL per vial,  Rx only, Sterile, Fresenius Kabi, Lake Zurich, IL 60047 NDC Tray: 63323-208-05; NDC Vial:  63323-208-01",Presence of Particulate Matter: Hair was found in products,Class II,Ongoing,IL
20260729,"Rohto-Mentholatum (Vietnam) Co., Ltd.","Rohto Cooling Eye Drops Max Strength (naphazoline hydrochloride 0.03%, polysorbate 80 0.2%), Sterile, TWIN PACK, 0.4 FL OZ (13 mL), Distributed by: The Mentholatum Company, Orchard Park, NY 14127, Made in Vietnam, UPC 310742011210, NDC 10742-8158-2",Lack of Assurance of Sterility,Class II,Ongoing,N/A
20260729,Bionpharma Inc.,"Divalproex Sodium Delayed-Release Tablets, USP, 500 mg, 500 Tablets bottles, Rx only, Distributed by: Bionpharma Inc., Princeton, NJ 08540, Made in India, NDC 69452-435-30.",Presence of Foreign Tablets/Capsules,Class II,Ongoing,NJ
20260729,Asclemed USA Inc.,"Lidolog Kit, Kit Contains: Lidocaine HCl Injection, USP, 2% (2mL) vial, 1 Dose, Single use Only, Rx Only, Distributed by: Enovachem Pharmaceuticals, Torrance, CA 90501, NDC: 76420-760-01.","Labeling: Not Elsewhere Classified: The label wrap covers the barcode, making it hard to scan",Class III,Ongoing,CA
20260729,"Ascend Laboratories, LLC","Amlodipine and Olmesartan Medoxomil Tablets, 10 mg/20 mg, 30 Tablets per bottle, Rx Only, Manufactured by: Alkem Laboratories Ltd., INDIA; Distributed by: Ascend Laboratories, LLC., Parsnippany, NJ 07054.  NDC: 67877-500-30",Failed Dissolution Specifications; Olmesartan Medoxomil content below specifications,Class II,Ongoing,NJ
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 25 mcg (0.025 mg), 10 Tablets (10 x 1) unit dose blisters per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA. Distributed by Cardinal Health, Dublin, OH 43017. NDC Carton: 55154-3558-0; NDC Blister: 0904-6949-61",Subpotent Drug,Class II,Ongoing,OH
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 112 mcg (0.0112 mg), 100 Tablets (10 x 10 unit dose blisters) per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA.  NDC: 0904-6954-61",Subpotent Drug,Class II,Ongoing,OH
20260729,"Rohto-Mentholatum (Vietnam) Co., Ltd.","Rohto Cooling Eye Drops Optic Glow (naphazoline hydrochloride 0.03%, povidone 0.5%, propylene glycol 0.2%), Sterile, 0.4 FL OZ (13 mL), Distributed by: The Mentholatum Company, Orchard Park, NY 14127, Made in Vietnam, UPC 310742010916, NDC 10742-8160-1",Lack of Assurance of Sterility,Class II,Ongoing,N/A
20260729,"Fresenius Kabi USA, LLC","Xylocaine (lidocaine HCl Injection, USP), 1%, 500 mg per 50 mL (10 mg per mL), 25 Multiple-Dose Vials, 50 mL, Rx only, Sterile,  Fresenius Kabi, Lake Zurich, IL 60047 NDC Tray: 63323-485-57; NDC Vial:  63323-485-03",Presence of Particulate Matter: Hair was found in products,Class II,Ongoing,IL
20260729,"Fresenius Kabi USA, LLC","Glycopyrrolate Injection, USP, 1 mg per 5 mL (0.2 mg per mL), 25 x  5 mL fill in a 6.5 mL vial, Rx only, Multiple Dose Vials, Fresenius Kabi, Lake Zurich, IL 60047 NDC Tray: 63323-578-05; NDC Vial:  63323-578-07",Presence of Particulate Matter: Hair was found in product,Class II,Ongoing,IL
20260729,Major Pharmaceuticals,"Levothyroxine Sodium Tablets, USP, 125 mcg (0.0125 mg), 100 Tablets (10 x 10 unit dose blisters) per carton, Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, IN 46268 USA.  NDC: 0904-6955-61",Subpotent Drug,Class II,Ongoing,OH
20260729,Precision Dose Inc.,"Glycopyrrolate Oral Solution, 1 mg/5 mL, delivers 5 mL, Rx only, Pkg: Precision Dose, Inc, S. Beloil, IL 61080, unit-dose oral syringes, NDCs 68094-073-01 (oral syringe) and 68094-073-58 (case).",Failed Impurities/Degradation Specifications,Class II,Ongoing,IL
